shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
T_am_2018,38.540041,-121.746063,1
T_am_2018,38.540055,-121.746065,2
T_am_2018,38.540152,-121.745794,3
T_am_2018,38.540962,-121.746022,4
T_am_2018,38.541186,-121.744818,5
T_am_2018,38.541495,-121.743245,6
T_am_2018,38.541753,-121.741672,7
T_am_2018,38.54193,-121.74074,8
T_am_2018,38.541899,-121.740688,9
T_am_2018,38.5418,-121.740509,10
T_am_2018,38.541652,-121.74023,11
T_am_2018,38.541516,-121.739932,12
T_am_2018,38.541232,-121.739447,13
T_am_2018,38.541075,-121.739168,14
T_am_2018,38.540887,-121.738797,15
T_am_2018,38.540636,-121.738359,16
T_am_2018,38.540477,-121.737977,17
T_am_2018,38.540431,-121.737746,18
T_am_2018,38.540372,-121.737484,19
T_am_2018,38.540332,-121.737319,20
T_am_2018,38.540253,-121.736882,21
T_am_2018,38.540095,-121.736087,22
T_am_2018,38.53996,-121.735457,23
T_am_2018,38.53985,-121.734815,24
T_am_2018,38.539776,-121.734354,25
T_am_2018,38.539737,-121.733851,26
T_am_2018,38.539764,-121.732872,27
T_am_2018,38.539797,-121.732274,28
T_am_2018,38.539813,-121.731772,29
T_am_2018,38.539927,-121.730814,30
T_am_2018,38.539966,-121.730087,31
T_am_2018,38.539958,-121.729575,32
T_am_2018,38.53991,-121.728667,33
T_am_2018,38.53988,-121.727939,34
T_am_2018,38.539853,-121.727354,35
T_am_2018,38.539815,-121.726916,36
T_am_2018,38.539814,-121.72646,37
T_am_2018,38.539826,-121.725699,38
T_am_2018,38.539884,-121.725318,39
T_am_2018,38.539998,-121.724776,40
T_am_2018,38.540296,-121.724006,41
T_am_2018,38.540575,-121.723585,42
T_am_2018,38.540896,-121.723266,43
T_am_2018,38.541031,-121.723093,44
T_am_2018,38.541106,-121.722931,45
T_am_2018,38.541207,-121.722703,46
T_am_2018,38.541234,-121.722416,47
T_am_2018,38.541212,-121.722249,48
T_am_2018,38.541207,-121.722121,49
T_am_2018,38.541219,-121.721355,50
T_am_2018,38.541268,-121.720391,51
T_am_2018,38.541355,-121.719265,52
T_am_2018,38.541408,-121.718495,53
T_am_2018,38.541534,-121.71782,54
T_am_2018,38.541839,-121.717175,55
T_am_2018,38.542188,-121.716729,56
T_am_2018,38.54269,-121.716166,57
T_am_2018,38.542967,-121.71569,58
T_am_2018,38.543209,-121.715091,59
T_am_2018,38.543333,-121.714532,60
T_am_2018,38.543377,-121.713999,61
T_am_2018,38.543395,-121.713628,62
T_am_2018,38.543488,-121.713389,63
T_am_2018,38.543602,-121.713375,64
T_am_2018,38.543715,-121.71337,65
T_am_2018,38.544432,-121.713324,66
T_am_2018,38.545274,-121.713346,67
T_am_2018,38.545925,-121.713313,68
T_am_2018,38.546579,-121.713343,69
T_am_2018,38.547006,-121.713249,70
T_am_2018,38.547374,-121.713089,71
T_am_2018,38.547469,-121.713026,72
T_am_2018,38.547502,-121.712979,73
T_am_2018,38.54752,-121.712898,74
T_am_2018,38.5475,-121.712861,75
T_am_2018,38.547478,-121.712783,76
T_am_2018,38.547391,-121.712383,77
T_am_2018,38.547293,-121.711821,78
T_am_2018,38.547308,-121.711458,79
T_am_2018,38.547383,-121.710972,80
T_am_2018,38.547487,-121.710467,81
T_am_2018,38.547643,-121.709858,82
T_am_2018,38.547754,-121.70933,83
T_am_2018,38.547796,-121.708677,84
T_am_2018,38.547809,-121.708326,85
T_am_2018,38.547743,-121.707814,86
T_am_2018,38.547686,-121.707408,87
T_am_2018,38.547579,-121.706778,88
T_am_2018,38.547498,-121.706262,89
T_am_2018,38.547447,-121.705884,90
T_am_2018,38.547398,-121.7054,91
T_am_2018,38.547415,-121.704915,92
T_am_2018,38.547526,-121.704367,93
T_am_2018,38.547711,-121.70384,94
T_am_2018,38.547887,-121.703489,95
T_am_2018,38.548024,-121.703193,96
T_am_2018,38.548139,-121.702783,97
T_am_2018,38.548174,-121.702605,98
T_am_2018,38.548217,-121.702219,99
T_am_2018,38.548216,-121.701932,100
T_am_2018,38.548208,-121.701423,101
T_am_2018,38.548177,-121.700978,102
T_am_2018,38.548053,-121.700497,103
T_am_2018,38.547973,-121.700303,104
T_am_2018,38.547857,-121.699938,105
T_am_2018,38.547847,-121.69982,106
T_am_2018,38.547848,-121.69929,107
T_am_2018,38.547839,-121.698963,108
T_am_2018,38.547838,-121.698675,109
T_am_2018,38.547826,-121.698214,110
T_am_2018,38.547826,-121.697792,111
T_am_2018,38.547865,-121.697378,112
T_am_2018,38.547955,-121.696998,113
T_am_2018,38.548027,-121.696769,114
T_am_2018,38.548179,-121.696426,115
T_am_2018,38.548358,-121.696056,116
T_am_2018,38.548474,-121.695843,117
T_am_2018,38.548565,-121.695638,118
T_am_2018,38.548639,-121.69546,119
T_am_2018,38.548683,-121.695313,120
T_am_2018,38.548703,-121.695203,121
T_am_2018,38.548735,-121.695054,122
T_am_2018,38.548776,-121.694847,123
T_am_2018,38.548785,-121.694608,124
T_am_2018,38.548759,-121.693953,125
T_am_2018,38.548723,-121.693459,126
T_am_2018,38.548694,-121.69301,127
T_am_2018,38.548694,-121.69213,128
T_am_2018,38.548731,-121.691095,129
T_am_2018,38.548794,-121.690365,130
T_am_2018,38.548935,-121.689923,131
T_am_2018,38.549074,-121.689568,132
T_am_2018,38.549171,-121.689343,133
T_am_2018,38.549247,-121.689192,134
T_am_2018,38.549526,-121.688306,135
T_am_2018,38.549554,-121.68812,136
T_am_2018,38.549574,-121.687435,137
T_am_2018,38.549581,-121.687092,138
T_am_2018,38.549564,-121.686508,139
T_am_2018,38.549573,-121.68631,140
T_am_2018,38.549566,-121.685762,141
T_am_2018,38.54958,-121.685507,142
T_am_2018,38.549566,-121.684986,143
T_am_2018,38.549572,-121.684484,144
T_am_2018,38.549567,-121.684156,145
T_am_2018,38.549584,-121.683893,146
T_am_2018,38.549586,-121.683823,147
T_am_2018,38.549634,-121.683687,148
T_am_2018,38.549708,-121.683614,149
T_am_2018,38.549794,-121.683608,150
T_am_2018,38.55015,-121.683597,151
T_am_2018,38.550627,-121.683607,152
T_am_2018,38.550913,-121.683678,153
T_am_2018,38.551136,-121.683789,154
T_am_2018,38.5514,-121.683894,155
T_am_2018,38.551743,-121.683906,156
T_am_2018,38.552074,-121.683905,157
T_am_2018,38.552235,-121.683922,158
T_am_2018,38.552329,-121.68402,159
T_am_2018,38.552348,-121.684197,160
T_am_2018,38.552369,-121.68468,161
T_am_2018,38.552372,-121.685119,162
T_am_2018,38.552385,-121.685565,163
T_am_2018,38.552385,-121.686194,164
T_am_2018,38.552378,-121.686734,165
T_am_2018,38.552394,-121.687361,166
T_am_2018,38.552391,-121.687798,167
T_am_2018,38.552364,-121.688236,168
T_am_2018,38.552319,-121.688582,169
T_am_2018,38.552223,-121.689003,170
T_am_2018,38.552071,-121.689481,171
T_am_2018,38.551849,-121.689924,172
T_am_2018,38.551701,-121.690195,173
T_am_2018,38.551567,-121.690424,174
T_am_2018,38.551424,-121.69065,175
T_am_2018,38.551245,-121.690955,176
T_am_2018,38.551193,-121.691053,177
T_am_2018,38.551203,-121.691127,178
T_am_2018,38.551245,-121.691197,179
T_am_2018,38.551356,-121.691306,180
T_am_2018,38.551804,-121.691758,181
T_am_2018,38.551884,-121.691842,182
T_am_2018,38.551877,-121.691937,183
T_am_2018,38.551844,-121.692037,184
T_am_2018,38.551619,-121.692415,185
T_am_2018,38.551501,-121.692597,186
T_am_2018,38.551341,-121.692841,187
T_am_2018,38.551112,-121.693225,188
T_am_2018,38.55086,-121.693651,189
T_am_2018,38.550746,-121.693873,190
T_am_2018,38.550676,-121.694008,191
T_am_2018,38.550663,-121.69413,192
T_am_2018,38.550675,-121.694194,193
T_am_2018,38.550703,-121.694254,194
T_am_2018,38.550735,-121.694284,195
T_am_2018,38.551295,-121.694361,196
T_am_2018,38.551811,-121.694349,197
T_am_2018,38.552429,-121.694344,198
T_am_2018,38.552949,-121.69434,199
T_am_2018,38.553624,-121.694299,200
T_am_2018,38.554138,-121.694266,201
T_am_2018,38.554674,-121.694238,202
T_am_2018,38.55529,-121.694169,203
T_am_2018,38.555911,-121.694135,204
T_am_2018,38.556353,-121.694118,205
T_am_2018,38.556929,-121.69409,206
T_am_2018,38.557654,-121.694088,207
T_am_2018,38.558419,-121.694111,208
T_am_2018,38.558864,-121.694118,209
T_am_2018,38.558937,-121.694136,210
T_am_2018,38.558977,-121.694209,211
T_am_2018,38.558961,-121.69434,212
T_am_2018,38.558966,-121.694571,213
T_am_2018,38.558976,-121.695229,214
T_am_2018,38.558919,-121.696171,215
T_am_2018,38.558811,-121.696709,216
T_am_2018,38.558667,-121.697135,217
T_am_2018,38.558463,-121.697593,218
T_am_2018,38.558288,-121.698037,219
T_am_2018,38.558131,-121.698591,220
T_am_2018,38.558056,-121.698982,221
T_am_2018,38.558047,-121.699493,222
T_am_2018,38.558035,-121.700142,223
T_am_2018,38.558035,-121.700939,224
T_am_2018,38.558024,-121.701747,225
T_am_2018,38.558008,-121.702533,226
T_am_2018,38.558016,-121.703048,227
T_am_2018,38.558,-121.703425,228
T_am_2018,38.557983,-121.704124,229
T_am_2018,38.558013,-121.704512,230
T_am_2018,38.558031,-121.704817,231
T_am_2018,38.558103,-121.705493,232
T_am_2018,38.558192,-121.705833,233
T_am_2018,38.558522,-121.706708,234
T_am_2018,38.558799,-121.707312,235
T_am_2018,38.559221,-121.707954,236
T_am_2018,38.559702,-121.7085,237
T_am_2018,38.560182,-121.708893,238
T_am_2018,38.561005,-121.709295,239
T_am_2018,38.561948,-121.709473,240
T_am_2018,38.562799,-121.709452,241
T_am_2018,38.563546,-121.709434,242
T_am_2018,38.56402,-121.709474,243
T_am_2018,38.564078,-121.709499,244
T_am_2018,38.56416,-121.709586,245
T_am_2018,38.564171,-121.709707,246
T_am_2018,38.56408,-121.710878,247
T_am_2018,38.564004,-121.711746,248
T_am_2018,38.563931,-121.712558,249
T_am_2018,38.563768,-121.714633,250
T_am_2018,38.563664,-121.716065,251
T_am_2018,38.563576,-121.717084,252
T_am_2018,38.563591,-121.717367,253
T_am_2018,38.563668,-121.717539,254
T_am_2018,38.563755,-121.717618,255
T_am_2018,38.563839,-121.717671,256
T_am_2018,38.564298,-121.717858,257
T_am_2018,38.564459,-121.717962,258
T_am_2018,38.564654,-121.718125,259
T_am_2018,38.564788,-121.718287,260
T_am_2018,38.564908,-121.718438,261
T_am_2018,38.564959,-121.718472,262
T_am_2018,38.565002,-121.718493,263
T_am_2018,38.565027,-121.718553,264
T_am_2018,38.565033,-121.718632,265
T_am_2018,38.564983,-121.718715,266
T_am_2018,38.564902,-121.718731,267
T_am_2018,38.564838,-121.718772,268
T_am_2018,38.56466,-121.71901,269
T_am_2018,38.564562,-121.719168,270
T_am_2018,38.564445,-121.719456,271
T_am_2018,38.564302,-121.719932,272
T_am_2018,38.564267,-121.720347,273
T_am_2018,38.564239,-121.720772,274
T_am_2018,38.564276,-121.721175,275
T_am_2018,38.564395,-121.721749,276
T_am_2018,38.564498,-121.722049,277
T_am_2018,38.564712,-121.722476,278
T_am_2018,38.564927,-121.722948,279
T_am_2018,38.565092,-121.723281,280
T_am_2018,38.565269,-121.72354,281
T_am_2018,38.565434,-121.723754,282
T_am_2018,38.566046,-121.724114,283
T_am_2018,38.566547,-121.724427,284
T_am_2018,38.566806,-121.724689,285
T_am_2018,38.567055,-121.725044,286
T_am_2018,38.567466,-121.725677,287
T_am_2018,38.567834,-121.726078,288
T_am_2018,38.568192,-121.726258,289
T_am_2018,38.568246,-121.726233,290
T_am_2018,38.568303,-121.726223,291
T_am_2018,38.568347,-121.726239,292
T_am_2018,38.568382,-121.726267,293
T_am_2018,38.568401,-121.726333,294
T_am_2018,38.568426,-121.726384,295
T_am_2018,38.568508,-121.726423,296
T_am_2018,38.568963,-121.726663,297
T_am_2018,38.569268,-121.726821,298
T_am_2018,38.569629,-121.727175,299
T_am_2018,38.56988,-121.727515,300
T_am_2018,38.57007,-121.727811,301
T_am_2018,38.570179,-121.728083,302
T_am_2018,38.570284,-121.728404,303
T_am_2018,38.570341,-121.728674,304
T_am_2018,38.570385,-121.729041,305
T_am_2018,38.570391,-121.729322,306
T_am_2018,38.570396,-121.729537,307
T_am_2018,38.570409,-121.7299,308
T_am_2018,38.570413,-121.730181,309
T_am_2018,38.570419,-121.730298,310
T_am_2018,38.570418,-121.730508,311
T_am_2018,38.57041,-121.730587,312
T_am_2018,38.570337,-121.73073,313
T_am_2018,38.570244,-121.730751,314
T_am_2018,38.570133,-121.730755,315
T_am_2018,38.569595,-121.730796,316
T_am_2018,38.569196,-121.730815,317
T_am_2018,38.56871,-121.730839,318
T_am_2018,38.56838,-121.730865,319
T_am_2018,38.567442,-121.730905,320
T_am_2018,38.566466,-121.730937,321
T_am_2018,38.565315,-121.731011,322
T_am_2018,38.564269,-121.731035,323
T_am_2018,38.563491,-121.731078,324
T_am_2018,38.562911,-121.731129,325
T_am_2018,38.562629,-121.731194,326
T_am_2018,38.562528,-121.731234,327
T_am_2018,38.562506,-121.731356,328
T_am_2018,38.562486,-121.73151,329
T_am_2018,38.562383,-121.73211,330
T_am_2018,38.562182,-121.732768,331
T_am_2018,38.561915,-121.733404,332
T_am_2018,38.561697,-121.733947,333
T_am_2018,38.56153,-121.734337,334
T_am_2018,38.561319,-121.734846,335
T_am_2018,38.56115,-121.735278,336
T_am_2018,38.560935,-121.735836,337
T_am_2018,38.560746,-121.736444,338
T_am_2018,38.560685,-121.736991,339
T_am_2018,38.560666,-121.737572,340
T_am_2018,38.560679,-121.737874,341
T_am_2018,38.560626,-121.738279,342
T_am_2018,38.560622,-121.738375,343
T_am_2018,38.560612,-121.738476,344
T_am_2018,38.560567,-121.73857,345
T_am_2018,38.5605,-121.738602,346
T_am_2018,38.560369,-121.738591,347
T_am_2018,38.559951,-121.738618,348
T_am_2018,38.559462,-121.738743,349
T_am_2018,38.559116,-121.739043,350
T_am_2018,38.558982,-121.739231,351
T_am_2018,38.558794,-121.739485,352
T_am_2018,38.558627,-121.739753,353
T_am_2018,38.558501,-121.73997,354
T_am_2018,38.558315,-121.740185,355
T_am_2018,38.55819,-121.740296,356
T_am_2018,38.55797,-121.740474,357
T_am_2018,38.557892,-121.740501,358
T_am_2018,38.55776,-121.740571,359
T_am_2018,38.557573,-121.740646,360
T_am_2018,38.557429,-121.740659,361
T_am_2018,38.557304,-121.740671,362
T_am_2018,38.557091,-121.740661,363
T_am_2018,38.556915,-121.740632,364
T_am_2018,38.556735,-121.740585,365
T_am_2018,38.556521,-121.740524,366
T_am_2018,38.556333,-121.740472,367
T_am_2018,38.556114,-121.740389,368
T_am_2018,38.555634,-121.740238,369
T_am_2018,38.555458,-121.74017,370
T_am_2018,38.555284,-121.740129,371
T_am_2018,38.554637,-121.739922,372
T_am_2018,38.554532,-121.739899,373
T_am_2018,38.553713,-121.739614,374
T_am_2018,38.553263,-121.739527,375
T_am_2018,38.553093,-121.739502,376
T_am_2018,38.552931,-121.739427,377
T_am_2018,38.552677,-121.739147,378
T_am_2018,38.552567,-121.739065,379
T_am_2018,38.552335,-121.738876,380
T_am_2018,38.552238,-121.738825,381
T_am_2018,38.552096,-121.738775,382
T_am_2018,38.55201,-121.738743,383
T_am_2018,38.551998,-121.738741,384
T_am_2018,38.551995,-121.73874,385
T_am_2018,38.551877,-121.738733,386
T_am_2018,38.551875,-121.738734,387
T_am_2018,38.551836,-121.738788,388
T_am_2018,38.551825,-121.73895,389
T_am_2018,38.551861,-121.73938,390
T_am_2018,38.551807,-121.739965,391
T_am_2018,38.551686,-121.740525,392
T_am_2018,38.551556,-121.741168,393
T_am_2018,38.551441,-121.741957,394
T_am_2018,38.551255,-121.742974,395
T_am_2018,38.551115,-121.743815,396
T_am_2018,38.550946,-121.744759,397
T_am_2018,38.550748,-121.745946,398
T_am_2018,38.550711,-121.74695,399
T_am_2018,38.550724,-121.748428,400
T_am_2018,38.550716,-121.750129,401
T_am_2018,38.55072,-121.751499,402
T_am_2018,38.550769,-121.752666,403
T_am_2018,38.551013,-121.752701,404
T_am_2018,38.551176,-121.752719,405
T_am_2018,38.551976,-121.75271,406
T_am_2018,38.55258,-121.752681,407
T_am_2018,38.553086,-121.752695,408
T_am_2018,38.553596,-121.7527,409
T_am_2018,38.553954,-121.752654,410
T_am_2018,38.554263,-121.752586,411
T_am_2018,38.55447,-121.752468,412
T_am_2018,38.555278,-121.752328,413
T_am_2018,38.555915,-121.752302,414
T_am_2018,38.556129,-121.75228,415
T_pm_2018,38.555898,-121.750589,1
T_pm_2018,38.555922,-121.752362,2
T_pm_2018,38.55516,-121.752331,3
T_pm_2018,38.554755,-121.752421,4
T_pm_2018,38.554421,-121.752409,5
T_pm_2018,38.554315,-121.752529,6
T_pm_2018,38.554038,-121.752574,7
T_pm_2018,38.553862,-121.752659,8
T_pm_2018,38.553539,-121.752653,9
T_pm_2018,38.55317,-121.752703,10
T_pm_2018,38.55269,-121.752653,11
T_pm_2018,38.551865,-121.752774,12
T_pm_2018,38.551191,-121.752757,13
T_pm_2018,38.55078,-121.752709,14
T_pm_2018,38.55071,-121.751449,15
T_pm_2018,38.550712,-121.750731,16
T_pm_2018,38.550702,-121.748429,17
T_pm_2018,38.550721,-121.746554,18
T_pm_2018,38.550712,-121.746175,19
T_pm_2018,38.550955,-121.744463,20
T_pm_2018,38.551158,-121.743332,21
T_pm_2018,38.551339,-121.742382,22
T_pm_2018,38.551457,-121.74172,23
T_pm_2018,38.55165,-121.740638,24
T_pm_2018,38.551775,-121.740038,25
T_pm_2018,38.551835,-121.739597,26
T_pm_2018,38.551857,-121.739393,27
T_pm_2018,38.55184,-121.738779,28
T_pm_2018,38.552037,-121.738791,29
T_pm_2018,38.552308,-121.738872,30
T_pm_2018,38.552533,-121.739034,31
T_pm_2018,38.552682,-121.739182,32
T_pm_2018,38.552901,-121.739403,33
T_pm_2018,38.552979,-121.739483,34
T_pm_2018,38.553373,-121.739554,35
T_pm_2018,38.553748,-121.739646,36
T_pm_2018,38.554109,-121.739741,37
T_pm_2018,38.554441,-121.739846,38
T_pm_2018,38.554831,-121.739961,39
T_pm_2018,38.555066,-121.740074,40
T_pm_2018,38.555525,-121.740188,41
T_pm_2018,38.555809,-121.740296,42
T_pm_2018,38.556206,-121.740448,43
T_pm_2018,38.556692,-121.740551,44
T_pm_2018,38.557141,-121.740684,45
T_pm_2018,38.55764,-121.740704,46
T_pm_2018,38.557913,-121.74054,47
T_pm_2018,38.558066,-121.74042,48
T_pm_2018,38.558342,-121.740213,49
T_pm_2018,38.558554,-121.740011,50
T_pm_2018,38.558726,-121.739579,51
T_pm_2018,38.558988,-121.739285,52
T_pm_2018,38.559253,-121.73901,53
T_pm_2018,38.55966,-121.738728,54
T_pm_2018,38.559997,-121.738638,55
T_pm_2018,38.560443,-121.738646,56
T_pm_2018,38.56062,-121.738625,57
T_pm_2018,38.560638,-121.738541,58
T_pm_2018,38.560593,-121.73844,59
T_pm_2018,38.560644,-121.737581,60
T_pm_2018,38.560669,-121.736424,61
T_pm_2018,38.561964,-121.733263,62
T_pm_2018,38.562235,-121.732376,63
T_pm_2018,38.562462,-121.731872,64
T_pm_2018,38.562546,-121.731194,65
T_pm_2018,38.562925,-121.731125,66
T_pm_2018,38.564147,-121.731012,67
T_pm_2018,38.565876,-121.730986,68
T_pm_2018,38.570302,-121.730757,69
T_pm_2018,38.57042,-121.730569,70
T_pm_2018,38.570363,-121.728703,71
T_pm_2018,38.570123,-121.727981,72
T_pm_2018,38.56975,-121.727362,73
T_pm_2018,38.569429,-121.726985,74
T_pm_2018,38.568409,-121.726395,75
T_pm_2018,38.568387,-121.72631,76
T_pm_2018,38.568323,-121.726232,77
T_pm_2018,38.568248,-121.726233,78
T_pm_2018,38.568187,-121.726253,79
T_pm_2018,38.568083,-121.726223,80
T_pm_2018,38.567861,-121.726072,81
T_pm_2018,38.567428,-121.725657,82
T_pm_2018,38.567173,-121.725209,83
T_pm_2018,38.566795,-121.724769,84
T_pm_2018,38.566482,-121.724351,85
T_pm_2018,38.565981,-121.724069,86
T_pm_2018,38.565426,-121.723761,87
T_pm_2018,38.565124,-121.723312,88
T_pm_2018,38.564789,-121.72262,89
T_pm_2018,38.564517,-121.722065,90
T_pm_2018,38.564413,-121.721786,91
T_pm_2018,38.564318,-121.721357,92
T_pm_2018,38.564233,-121.720862,93
T_pm_2018,38.564268,-121.720203,94
T_pm_2018,38.564397,-121.719528,95
T_pm_2018,38.564603,-121.719065,96
T_pm_2018,38.564763,-121.718866,97
T_pm_2018,38.564891,-121.718722,98
T_pm_2018,38.564976,-121.718714,99
T_pm_2018,38.565022,-121.718597,100
T_pm_2018,38.565029,-121.718532,101
T_pm_2018,38.564985,-121.718477,102
T_pm_2018,38.564943,-121.718462,103
T_pm_2018,38.564902,-121.71844,104
T_pm_2018,38.564858,-121.718412,105
T_pm_2018,38.564609,-121.71811,106
T_pm_2018,38.564421,-121.71793,107
T_pm_2018,38.564164,-121.7178,108
T_pm_2018,38.563822,-121.717671,109
T_pm_2018,38.563682,-121.717563,110
T_pm_2018,38.563558,-121.717271,111
T_pm_2018,38.563763,-121.714408,112
T_pm_2018,38.563933,-121.7124,113
T_pm_2018,38.564164,-121.709624,114
T_pm_2018,38.564092,-121.709525,115
T_pm_2018,38.563999,-121.709456,116
T_pm_2018,38.563754,-121.70946,117
T_pm_2018,38.563238,-121.709464,118
T_pm_2018,38.562569,-121.70945,119
T_pm_2018,38.561893,-121.709464,120
T_pm_2018,38.56104,-121.709313,121
T_pm_2018,38.560142,-121.708893,122
T_pm_2018,38.559676,-121.708503,123
T_pm_2018,38.559153,-121.707885,124
T_pm_2018,38.558844,-121.70746,125
T_pm_2018,38.558684,-121.707143,126
T_pm_2018,38.55851,-121.70686,127
T_pm_2018,38.558197,-121.706145,128
T_pm_2018,38.558029,-121.705396,129
T_pm_2018,38.557946,-121.70499,130
T_pm_2018,38.557866,-121.703652,131
T_pm_2018,38.557876,-121.702634,132
T_pm_2018,38.55793,-121.700902,133
T_pm_2018,38.557874,-121.699837,134
T_pm_2018,38.557933,-121.699161,135
T_pm_2018,38.557962,-121.698594,136
T_pm_2018,38.558184,-121.698126,137
T_pm_2018,38.558319,-121.697736,138
T_pm_2018,38.55851,-121.697365,139
T_pm_2018,38.558672,-121.696979,140
T_pm_2018,38.558834,-121.696319,141
T_pm_2018,38.558913,-121.695936,142
T_pm_2018,38.558894,-121.695522,143
T_pm_2018,38.558869,-121.694951,144
T_pm_2018,38.558812,-121.694569,145
T_pm_2018,38.558751,-121.694415,146
T_pm_2018,38.558632,-121.694298,147
T_pm_2018,38.558554,-121.694259,148
T_pm_2018,38.558548,-121.694261,149
T_pm_2018,38.558503,-121.694257,150
T_pm_2018,38.557867,-121.694251,151
T_pm_2018,38.556638,-121.69423,152
T_pm_2018,38.555079,-121.694301,153
T_pm_2018,38.553113,-121.694468,154
T_pm_2018,38.550648,-121.694496,155
T_pm_2018,38.550521,-121.694394,156
T_pm_2018,38.550454,-121.694263,157
T_pm_2018,38.550432,-121.694232,158
T_pm_2018,38.550486,-121.694061,159
T_pm_2018,38.550611,-121.693863,160
T_pm_2018,38.551822,-121.691895,161
T_pm_2018,38.55108,-121.691095,162
T_pm_2018,38.551458,-121.690498,163
T_pm_2018,38.551653,-121.690223,164
T_pm_2018,38.551686,-121.690208,165
T_pm_2018,38.551866,-121.689831,166
T_pm_2018,38.552049,-121.689447,167
T_pm_2018,38.552183,-121.688928,168
T_pm_2018,38.552349,-121.687951,169
T_pm_2018,38.552346,-121.687268,170
T_pm_2018,38.552307,-121.68681,171
T_pm_2018,38.552325,-121.685369,172
T_pm_2018,38.552249,-121.683979,173
T_pm_2018,38.552032,-121.683953,174
T_pm_2018,38.551721,-121.683937,175
T_pm_2018,38.551452,-121.683924,176
T_pm_2018,38.55144,-121.683926,177
T_pm_2018,38.551299,-121.683887,178
T_pm_2018,38.551288,-121.683884,179
T_pm_2018,38.551047,-121.683802,180
T_pm_2018,38.551034,-121.683792,181
T_pm_2018,38.550904,-121.683698,182
T_pm_2018,38.550885,-121.683692,183
T_pm_2018,38.550736,-121.683647,184
T_pm_2018,38.550712,-121.683644,185
T_pm_2018,38.550631,-121.683619,186
T_pm_2018,38.550612,-121.683619,187
T_pm_2018,38.550593,-121.683618,188
T_pm_2018,38.550389,-121.68366,189
T_pm_2018,38.54974,-121.683679,190
T_pm_2018,38.549683,-121.683771,191
T_pm_2018,38.549615,-121.683899,192
T_pm_2018,38.54962,-121.686627,193
T_pm_2018,38.54964,-121.687783,194
T_pm_2018,38.549598,-121.688295,195
T_pm_2018,38.549317,-121.689236,196
T_pm_2018,38.548856,-121.69036,197
T_pm_2018,38.548793,-121.691845,198
T_pm_2018,38.548868,-121.694235,199
T_pm_2018,38.548886,-121.694875,200
T_pm_2018,38.548748,-121.695408,201
T_pm_2018,38.54854,-121.695888,202
T_pm_2018,38.548104,-121.69667,203
T_pm_2018,38.548033,-121.696964,204
T_pm_2018,38.547895,-121.697624,205
T_pm_2018,38.547943,-121.699434,206
T_pm_2018,38.547927,-121.699861,207
T_pm_2018,38.548033,-121.70023,208
T_pm_2018,38.548196,-121.700754,209
T_pm_2018,38.548276,-121.701297,210
T_pm_2018,38.548285,-121.701914,211
T_pm_2018,38.548284,-121.701919,212
T_pm_2018,38.548236,-121.702644,213
T_pm_2018,38.548111,-121.70316,214
T_pm_2018,38.547879,-121.703613,215
T_pm_2018,38.547694,-121.704056,216
T_pm_2018,38.547579,-121.70441,217
T_pm_2018,38.547474,-121.704999,218
T_pm_2018,38.547491,-121.705715,219
T_pm_2018,38.547605,-121.706383,220
T_pm_2018,38.547699,-121.707049,221
T_pm_2018,38.547827,-121.70778,222
T_pm_2018,38.547861,-121.708517,223
T_pm_2018,38.547816,-121.709366,224
T_pm_2018,38.547616,-121.710174,225
T_pm_2018,38.547463,-121.710783,226
T_pm_2018,38.547377,-121.711386,227
T_pm_2018,38.547366,-121.711801,228
T_pm_2018,38.54739,-121.71201,229
T_pm_2018,38.547572,-121.712893,230
T_pm_2018,38.547558,-121.713004,231
T_pm_2018,38.547495,-121.713106,232
T_pm_2018,38.546609,-121.713396,233
T_pm_2018,38.545826,-121.713366,234
T_pm_2018,38.543523,-121.713452,235
T_pm_2018,38.54346,-121.713686,236
T_pm_2018,38.543429,-121.714242,237
T_pm_2018,38.543371,-121.714691,238
T_pm_2018,38.543282,-121.715098,239
T_pm_2018,38.543089,-121.715516,240
T_pm_2018,38.542983,-121.715808,241
T_pm_2018,38.542736,-121.716168,242
T_pm_2018,38.542486,-121.716519,243
T_pm_2018,38.541947,-121.717136,244
T_pm_2018,38.541727,-121.717484,245
T_pm_2018,38.54156,-121.717845,246
T_pm_2018,38.541432,-121.718926,247
T_pm_2018,38.541319,-121.720594,248
T_pm_2018,38.541246,-121.721603,249
T_pm_2018,38.541259,-121.722044,250
T_pm_2018,38.541291,-121.722414,251
T_pm_2018,38.541335,-121.722604,252
T_pm_2018,38.541366,-121.722753,253
T_pm_2018,38.541339,-121.722893,254
T_pm_2018,38.541332,-121.722914,255
T_pm_2018,38.541321,-121.722946,256
T_pm_2018,38.54123,-121.723108,257
T_pm_2018,38.541222,-121.723116,258
T_pm_2018,38.541117,-121.723179,259
T_pm_2018,38.54103,-121.723221,260
T_pm_2018,38.541013,-121.723235,261
T_pm_2018,38.54085,-121.723433,262
T_pm_2018,38.540619,-121.723666,263
T_pm_2018,38.540412,-121.723943,264
T_pm_2018,38.540404,-121.723966,265
T_pm_2018,38.540209,-121.724422,266
T_pm_2018,38.540049,-121.724838,267
T_pm_2018,38.539945,-121.725367,268
T_pm_2018,38.539887,-121.72606,269
